"";"Preis";"Typ";"Getriebe";"PS";"kilometer";"Kraftstoff";"Marke";"alter";"brandModel"
"1395";5300;"bus";"manuell";109;150000;"diesel";"ford";9;"ford_c_max"
"1396";26800;"cabrio";"automatik";156;150000;"benzin";"mercedes_benz";33;"mercedes_benz_sl"
"1397";2000;"cabrio";"manuell";75;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"1398";17250;"kombi";"manuell";190;1e+07;"diesel";"audi";7;"audi_a4"
"1399";1550;"kleinwagen";"manuell";75;150000;"benzin";"volkswagen";13;"volkswagen_polo"
"1400";1750;"limousine";"automatik";125;150000;"benzin";"audi";21;"audi_a4"
"1401";9700;"kleinwagen";"manuell";60;10000;"benzin";"volkswagen";1;"volkswagen_up"
"1402";799;"kombi";"automatik";115;150000;"benzin";"subaru";19;"subaru_legacy"
"1403";1050;"kleinwagen";"manuell";58;150000;"benzin";"renault";17;"renault_twingo"
"1404";4500;"kleinwagen";"manuell";75;50000;"benzin";"volkswagen";8;"volkswagen_fox"
"1405";11500;"kleinwagen";"manuell";109;40000;"benzin";"kia";3;"kia_rio"
"1406";4800;"cabrio";"manuell";180;150000;"benzin";"audi";15;"audi_tt"
"1407";1100;"kombi";"manuell";176;5000;"benzin";"mercedes_benz";16;"mercedes_benz_c_klasse"
"1408";4200;"cabrio";"automatik";61;40000;"benzin";"smart";11;"smart_fortwo"
"1409";1900;"kleinwagen";"manuell";80;125000;"benzin";"opel";11;"opel_corsa"
"1410";2200;"kombi";"manuell";116;150000;"diesel";"ford";10;"ford_mondeo"
"1411";3200;"bus";"manuell";150;150000;"diesel";"ford";12;"ford_galaxy"
"1412";13999;"limousine";"manuell";105;50000;"diesel";"seat";3;"seat_leon"
"1413";1200;"kleinwagen";"manuell";85;150000;"benzin";"toyota";14;"toyota_yaris"
"1414";5490;"bus";"manuell";110;125000;"benzin";"opel";8;"opel_zafira"
"1415";650;"kombi";"manuell";101;150000;"diesel";"ford";12;"ford_focus"
"1416";1600;"limousine";"manuell";116;150000;"benzin";"volkswagen";20;"volkswagen_golf"
"1417";2900;"bus";"manuell";116;150000;"diesel";"seat";13;"seat_alhambra"
"1418";11749;"kombi";"manuell";140;125000;"diesel";"audi";9;"audi_a4"
"1419";1999;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";17;"mercedes_benz_c_klasse"
"1420";4200;"limousine";"automatik";193;150000;"lpg";"bmw";18;"bmw_3er"
"1421";850;"bus";"manuell";116;150000;"benzin";"ford";17;"ford_galaxy"
"1422";6700;"kleinwagen";"manuell";86;90000;"benzin";"seat";6;"seat_ibiza"
"1423";9100;"limousine";"manuell";110;125000;"diesel";"volkswagen";7;"volkswagen_golf"
"1424";4900;"limousine";"automatik";160;150000;"benzin";"mercedes_benz";28;"mercedes_benz_s_klasse"
"1425";11888;"kombi";"manuell";175;125000;"diesel";"ford";7;"ford_mondeo"
"1426";9990;"bus";"manuell";140;125000;"diesel";"volkswagen";7;"volkswagen_sharan"
"1427";4290;"kombi";"automatik";136;150000;"diesel";"peugeot";11;"peugeot_4_reihe"
"1428";13500;"bus";"automatik";109;150000;"diesel";"mercedes_benz";4;"mercedes_benz_b_klasse"
"1429";2222;"kombi";"manuell";115;150000;"diesel";"volkswagen";17;"volkswagen_passat"
"1430";6333;"kleinwagen";"manuell";90;80000;"benzin";"opel";8;"opel_corsa"
"1431";4950;"suv";"automatik";160;150000;"diesel";"mitsubishi";14;"mitsubishi_pajero"
"1432";2950;"kleinwagen";"manuell";68;150000;"benzin";"toyota";11;"toyota_aygo"
"1433";11500;"kombi";"manuell";122;1e+07;"lpg";"volkswagen";7;"volkswagen_golf"
"1434";4900;"limousine";"automatik";75;125000;"benzin";"volkswagen";12;"volkswagen_polo"
"1435";3700;"kleinwagen";"automatik";68;90000;"benzin";"toyota";9;"toyota_aygo"
"1436";5290;"kombi";"manuell";170;150000;"benzin";"bmw";15;"bmw_3er"
"1437";10750;"limousine";"manuell";226;1e+07;"benzin";"ford";8;"ford_focus"
"1438";5800;"kombi";"automatik";140;150000;"diesel";"volkswagen";10;"volkswagen_passat"
"1439";6300;"limousine";"manuell";143;1e+07;"benzin";"bmw";9;"bmw_1er"
"1440";1350;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";16;"peugeot_2_reihe"
"1441";26499;"limousine";"automatik";231;80000;"diesel";"mercedes_benz";6;"mercedes_benz_e_klasse"
"1442";1750;"kombi";"manuell";118;150000;"benzin";"bmw";15;"bmw_3er"
"1443";15900;"cabrio";"automatik";200;150000;"benzin";"mercedes_benz";41;"mercedes_benz_sl"
"1444";4190;"limousine";"manuell";177;150000;"benzin";"mercedes_benz";13;"mercedes_benz_e_klasse"
"1445";12900;"kombi";"automatik";125;50000;"benzin";"audi";7;"audi_a3"
"1446";4200;"cabrio";"manuell";136;150000;"benzin";"peugeot";11;"peugeot_3_reihe"
"1447";2300;"bus";"manuell";105;80000;"benzin";"opel";10;"opel_meriva"
"1448";2499;"suv";"manuell";145;150000;"benzin";"hyundai";15;"hyundai_santa"
"1449";1200;"limousine";"manuell";75;150000;"benzin";"renault";19;"renault_megane"
"1450";2500;"kleinwagen";"manuell";125;125000;"benzin";"opel";12;"opel_meriva"
"1451";5300;"bus";"manuell";105;125000;"diesel";"skoda";8;"skoda_roomster"
"1452";5100;"kombi";"automatik";230;150000;"lpg";"bmw";13;"bmw_5er"
"1453";25000;"bus";"manuell";174;125000;"diesel";"volkswagen";9;"volkswagen_transporter"
"1454";3300;"limousine";"automatik";150;150000;"diesel";"audi";18;"audi_a8"
"1455";39950;"cabrio";"automatik";170;30000;"diesel";"mercedes_benz";2;"mercedes_benz_e_klasse"
"1456";3400;"limousine";"manuell";110;150000;"benzin";"honda";11;"honda_civic"
"1457";9990;"cabrio";"manuell";116;90000;"benzin";"volkswagen";9;"volkswagen_eos"
"1458";15900;"cabrio";"automatik";306;150000;"benzin";"bmw";9;"bmw_3er"
"1459";1950;"kleinwagen";"manuell";102;125000;"benzin";"bmw";19;"bmw_3er"
"1460";27600;"limousine";"automatik";220;30000;"benzin";"volkswagen";1;"volkswagen_golf"
"1461";5300;"bus";"manuell";80;125000;"benzin";"volkswagen";8;"volkswagen_caddy"
"1462";1600;"kombi";"manuell";101;150000;"benzin";"ford";14;"ford_focus"
"1463";6900;"limousine";"manuell";231;150000;"benzin";"bmw";15;"bmw_3er"
"1464";300;"kleinwagen";"manuell";45;150000;"benzin";"peugeot";18;"peugeot_1_reihe"
"1465";6499;"limousine";"manuell";69;40000;"benzin";"skoda";7;"skoda_fabia"
"1466";9950;"bus";"manuell";173;150000;"diesel";"volkswagen";12;"volkswagen_transporter"
"1467";3850;"kleinwagen";"manuell";68;1e+07;"diesel";"smart";10;"smart_forfour"
"1468";13500;"suv";"manuell";105;60000;"benzin";"skoda";5;"skoda_yeti"
"1469";3250;"bus";"manuell";101;150000;"diesel";"fiat";9;"fiat_ducato"
"1470";20590;"limousine";"automatik";184;80000;"benzin";"mercedes_benz";4;"mercedes_benz_e_klasse"
"1471";500;"kleinwagen";"manuell";60;150000;"benzin";"ford";14;"ford_fiesta"
"1472";25000;"limousine";"automatik";170;1e+07;"diesel";"mercedes_benz";4;"mercedes_benz_e_klasse"
"1473";1700;"bus";"manuell";114;150000;"diesel";"nissan";16;"nissan_almera"
"1474";4490;"bus";"automatik";110;150000;"benzin";"volkswagen";21;"volkswagen_transporter"
"1475";5000;"bus";"manuell";102;150000;"diesel";"volkswagen";14;"volkswagen_transporter"
"1476";3950;"kombi";"manuell";102;1e+07;"benzin";"volkswagen";15;"volkswagen_passat"
"1477";20000;"limousine";"manuell";135;30000;"benzin";"kia";2;"kia_ceed"
"1478";590;"kleinwagen";"manuell";45;150000;"benzin";"volkswagen";21;"volkswagen_polo"
"1479";1400;"limousine";"manuell";90;150000;"benzin";"nissan";15;"nissan_almera"
"1480";5800;"coupe";"manuell";231;150000;"benzin";"bmw";13;"bmw_3er"
"1481";1500;"kombi";"manuell";110;150000;"benzin";"peugeot";17;"peugeot_3_reihe"
"1482";4500;"kombi";"manuell";158;150000;"lpg";"subaru";10;"subaru_forester"
"1483";5500;"limousine";"manuell";184;150000;"diesel";"bmw";16;"bmw_3er"
"1484";14500;"kombi";"automatik";143;150000;"diesel";"audi";5;"audi_a4"
"1485";3500;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";11;"volkswagen_polo"
"1486";3800;"limousine";"manuell";129;150000;"benzin";"bmw";25;"bmw_3er"
"1487";2260;"kombi";"manuell";100;150000;"benzin";"audi";18;"audi_a4"
"1488";15750;"limousine";"manuell";105;30000;"diesel";"volkswagen";2;"volkswagen_golf"
"1489";8450;"kombi";"manuell";105;125000;"diesel";"skoda";9;"skoda_octavia"
"1490";12300;"limousine";"automatik";231;150000;"diesel";"bmw";9;"bmw_7er"
"1491";4500;"limousine";"manuell";101;125000;"benzin";"volkswagen";16;"volkswagen_beetle"
"1492";4450;"bus";"manuell";130;150000;"diesel";"volkswagen";13;"volkswagen_sharan"
"1493";5200;"limousine";"manuell";131;150000;"diesel";"volkswagen";13;"volkswagen_bora"
"1494";2700;"limousine";"manuell";150;150000;"benzin";"audi";17;"audi_a4"
"1495";7290;"cabrio";"manuell";150;150000;"benzin";"audi";14;"audi_tt"
"1496";2750;"kombi";"automatik";179;150000;"diesel";"audi";13;"audi_a6"
"1497";5200;"limousine";"manuell";96;150000;"benzin";"toyota";10;"toyota_corolla"
"1498";2950;"kombi";"manuell";170;150000;"benzin";"bmw";18;"bmw_5er"
"1499";7150;"bus";"manuell";140;150000;"diesel";"ford";9;"ford_s_max"
"1500";699;"kleinwagen";"manuell";60;150000;"benzin";"opel";15;"opel_corsa"
"1501";10540;"limousine";"manuell";140;150000;"diesel";"volkswagen";5;"volkswagen_golf"
"1502";13400;"cabrio";"manuell";143;80000;"benzin";"bmw";8;"bmw_1er"
"1503";5000;"bus";"manuell";140;150000;"diesel";"volkswagen";6;"volkswagen_touran"
"1504";600;"kombi";"manuell";120;150000;"benzin";"renault";17;"renault_laguna"
"1505";6500;"kombi";"automatik";131;150000;"diesel";"ford";11;"ford_mondeo"
"1506";999;"kombi";"manuell";122;150000;"benzin";"mercedes_benz";16;"mercedes_benz_c_klasse"
"1507";5490;"limousine";"manuell";105;150000;"diesel";"skoda";12;"skoda_octavia"
"1508";8800;"limousine";"manuell";143;150000;"benzin";"bmw";8;"bmw_3er"
"1509";6500;"cabrio";"manuell";75;125000;"benzin";"volkswagen";10;"volkswagen_beetle"
"1510";11200;"bus";"manuell";99;20000;"benzin";"toyota";5;"toyota_verso"
"1511";1800;"suv";"manuell";114;150000;"diesel";"nissan";14;"nissan_x_trail"
"1512";650;"kombi";"manuell";110;150000;"diesel";"volkswagen";17;"volkswagen_passat"
"1513";4499;"limousine";"automatik";131;150000;"diesel";"volkswagen";14;"volkswagen_passat"
"1514";1350;"kleinwagen";"manuell";60;1e+07;"benzin";"ford";12;"ford_ka"
"1515";1300;"kombi";"manuell";90;150000;"diesel";"volkswagen";16;"volkswagen_passat"
"1516";3400;"kombi";"manuell";101;150000;"diesel";"volkswagen";13;"volkswagen_golf"
"1517";11250;"bus";"manuell";116;90000;"diesel";"mazda";5;"mazda_5_reihe"
"1518";4000;"coupe";"manuell";116;150000;"benzin";"mazda";24;"mazda_mx_reihe"
"1519";1499;"kleinwagen";"automatik";45;1e+07;"benzin";"smart";17;"smart_fortwo"
"1520";23500;"limousine";"manuell";109;5000;"benzin";"bmw";1;"bmw_1er"
"1521";750;"kombi";"manuell";170;150000;"benzin";"opel";20;"opel_omega"
"1522";16000;"limousine";"automatik";231;150000;"diesel";"bmw";10;"bmw_7er"
"1523";1199;"kleinwagen";"manuell";60;150000;"benzin";"renault";11;"renault_twingo"
"1524";8500;"limousine";"manuell";173;150000;"benzin";"bmw";10;"bmw_3er"
"1525";2650;"kombi";"manuell";116;150000;"diesel";"volkswagen";16;"volkswagen_golf"
"1526";4350;"kombi";"manuell";87;70000;"benzin";"dacia";8;"dacia_logan"
"1527";4900;"kleinwagen";"manuell";90;150000;"diesel";"ford";7;"ford_fiesta"
"1528";8999;"bus";"manuell";69;150000;"benzin";"volkswagen";36;"volkswagen_transporter"
"1529";13999;"suv";"automatik";218;150000;"diesel";"bmw";9;"bmw_x_reihe"
"1530";2999;"kombi";"automatik";170;150000;"diesel";"mercedes_benz";14;"mercedes_benz_e_klasse"
"1531";12900;"limousine";"manuell";143;40000;"benzin";"bmw";7;"bmw_3er"
"1532";1499;"limousine";"manuell";101;150000;"benzin";"audi";21;"audi_a4"
"1533";2200;"limousine";"automatik";193;150000;"benzin";"volkswagen";16;"volkswagen_passat"
"1534";15500;"coupe";"manuell";122;40000;"benzin";"volkswagen";5;"volkswagen_scirocco"
"1535";600;"kleinwagen";"manuell";65;150000;"benzin";"opel";17;"opel_corsa"
"1536";9900;"kleinwagen";"manuell";109;125000;"diesel";"mini";8;"mini_cooper"
"1537";10500;"limousine";"automatik";177;150000;"diesel";"mercedes_benz";13;"mercedes_benz_e_klasse"
"1538";8900;"kombi";"automatik";163;150000;"benzin";"mercedes_benz";11;"mercedes_benz_e_klasse"
"1539";3350;"kombi";"manuell";120;150000;"diesel";"opel";11;"opel_astra"
"1540";29000;"limousine";"automatik";136;5000;"benzin";"bmw";0;"bmw_3er"
"1541";1399;"cabrio";"manuell";101;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"1542";2999;"kleinwagen";"manuell";61;1e+07;"benzin";"smart";8;"smart_fortwo"
"1543";11650;"kombi";"manuell";177;150000;"diesel";"bmw";8;"bmw_5er"
"1544";2280;"kombi";"manuell";105;150000;"benzin";"opel";12;"opel_astra"
"1545";5890;"kleinwagen";"manuell";69;50000;"benzin";"ford";4;"ford_ka"
"1546";2250;"limousine";"manuell";105;150000;"benzin";"bmw";17;"bmw_3er"
"1547";6900;"cabrio";"manuell";170;125000;"benzin";"audi";14;"audi_a4"
"1548";19199;"suv";"automatik";184;50000;"diesel";"chevrolet";5;"chevrolet_captiva"
"1549";1200;"limousine";"manuell";136;1e+07;"benzin";"mercedes_benz";22;"mercedes_benz_c_klasse"
"1550";4999;"kombi";"manuell";131;150000;"diesel";"audi";13;"audi_a4"
"1551";9490;"cabrio";"manuell";98;1e+07;"benzin";"volkswagen";22;"volkswagen_golf"
"1552";3800;"kleinwagen";"manuell";68;125000;"diesel";"citroen";8;"citroen_c2"
"1553";19800;"kleinwagen";"automatik";185;40000;"benzin";"audi";5;"audi_a1"
"1554";6800;"limousine";"automatik";272;150000;"benzin";"bmw";14;"bmw_7er"
"1555";19500;"suv";"automatik";450;125000;"benzin";"porsche";12;"porsche_cayenne"
"1556";17999;"limousine";"automatik";184;70000;"benzin";"mercedes_benz";6;"mercedes_benz_c_klasse"
"1557";4650;"limousine";"manuell";116;150000;"diesel";"toyota";12;"toyota_avensis"
"1558";3100;"bus";"manuell";109;150000;"diesel";"mercedes_benz";11;"mercedes_benz_vito"
"1559";5999;"kleinwagen";"manuell";101;125000;"benzin";"fiat";9;"fiat_500"
"1560";1490;"kombi";"manuell";101;150000;"diesel";"skoda";15;"skoda_fabia"
"1561";1995;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";10;"volkswagen_fox"
"1562";1800;"cabrio";"manuell";109;150000;"benzin";"peugeot";14;"peugeot_2_reihe"
"1563";4800;"cabrio";"automatik";82;70000;"benzin";"smart";11;"smart_roadster"
"1564";4950;"limousine";"manuell";116;150000;"benzin";"mercedes_benz";10;"mercedes_benz_a_klasse"
"1565";2400;"cabrio";"manuell";116;150000;"benzin";"mazda";23;"mazda_mx_reihe"
"1566";550;"kleinwagen";"manuell";60;150000;"benzin";"ford";19;"ford_fiesta"
"1567";2300;"kleinwagen";"manuell";88;125000;"benzin";"peugeot";12;"peugeot_2_reihe"
"1568";2199;"suv";"automatik";171;150000;"benzin";"jeep";28;"jeep_cherokee"
"1569";19850;"cabrio";"manuell";245;125000;"benzin";"porsche";9;"porsche_boxster"
"1570";1500;"kombi";"automatik";110;150000;"diesel";"volkswagen";17;"volkswagen_bora"
"1571";19200;"suv";"manuell";170;70000;"diesel";"volkswagen";5;"volkswagen_tiguan"
"1572";21000;"bus";"automatik";174;150000;"diesel";"volkswagen";9;"volkswagen_transporter"
"1573";8000;"bus";"manuell";140;1e+07;"benzin";"volkswagen";9;"volkswagen_golf"
"1574";11500;"bus";"manuell";102;150000;"diesel";"volkswagen";14;"volkswagen_transporter"
"1575";1200;"kleinwagen";"manuell";98;150000;"benzin";"bmw";21;"bmw_3er"
"1576";1300;"kleinwagen";"manuell";50;150000;"benzin";"seat";13;"seat_arosa"
"1577";750;"kleinwagen";"manuell";55;150000;"benzin";"volkswagen";27;"volkswagen_polo"
"1578";10400;"bus";"automatik";116;125000;"diesel";"volkswagen";9;"volkswagen_sharan"
"1579";950;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";15;"volkswagen_lupo"
"1580";7000;"kombi";"manuell";150;150000;"diesel";"bmw";9;"bmw_3er"
"1581";5400;"cabrio";"manuell";150;150000;"benzin";"audi";20;"audi_80"
"1582";600;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";21;"mercedes_benz_c_klasse"
"1583";3900;"limousine";"manuell";129;150000;"benzin";"mercedes_benz";15;"mercedes_benz_c_klasse"
"1584";599;"kombi";"manuell";116;150000;"benzin";"mazda";17;"mazda_6_reihe"
"1585";6400;"kleinwagen";"manuell";60;70000;"benzin";"volkswagen";6;"volkswagen_polo"
"1586";2400;"bus";"manuell";122;150000;"diesel";"mercedes_benz";17;"mercedes_benz_sprinter"
"1587";4999;"bus";"manuell";125;125000;"benzin";"opel";11;"opel_zafira"
"1588";2950;"limousine";"automatik";136;150000;"diesel";"bmw";15;"bmw_3er"
"1589";265000;"coupe";"automatik";500;5000;"benzin";"porsche";0;"porsche_911"
"1590";4499;"limousine";"manuell";109;125000;"benzin";"hyundai";7;"hyundai_i_reihe"
"1591";7300;"limousine";"manuell";109;50000;"benzin";"hyundai";5;"hyundai_i_reihe"
"1592";5950;"kombi";"manuell";109;60000;"cng";"volkswagen";8;"volkswagen_caddy"
"1593";6390;"kleinwagen";"automatik";71;30000;"benzin";"smart";4;"smart_fortwo"
"1594";3499;"coupe";"automatik";160;150000;"benzin";"mercedes_benz";14;"mercedes_benz_clk"
"1595";620;"kleinwagen";"automatik";45;90000;"benzin";"opel";24;"opel_corsa"
"1596";3250;"kombi";"automatik";163;150000;"diesel";"volvo";13;"volvo_v70"
"1597";16399;"kombi";"manuell";165;50000;"diesel";"opel";3;"opel_astra"
"1598";2299;"bus";"manuell";105;150000;"diesel";"fiat";11;"fiat_doblo"
"1599";4300;"kombi";"automatik";179;30000;"diesel";"audi";13;"audi_a6"
"1600";1000;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";16;"volkswagen_lupo"
"1601";7895;"limousine";"manuell";101;80000;"benzin";"ford";8;"ford_focus"
"1602";950;"limousine";"manuell";140;150000;"benzin";"volvo";22;"volvo_850"
"1603";850;"limousine";"automatik";90;150000;"benzin";"volkswagen";20;"volkswagen_golf"
"1604";2490;"kleinwagen";"manuell";77;150000;"benzin";"fiat";10;"fiat_punto"
"1605";1999;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";14;"volkswagen_lupo"
"1606";9999;"cabrio";"manuell";145;70000;"benzin";"ford";8;"ford_focus"
"1607";9450;"kleinwagen";"manuell";99;40000;"benzin";"toyota";4;"toyota_yaris"
"1608";22500;"bus";"automatik";140;20000;"diesel";"volkswagen";1;"volkswagen_caddy"
"1609";1790;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";14;"volkswagen_lupo"
"1610";11400;"limousine";"automatik";190;150000;"diesel";"mercedes_benz";11;"mercedes_benz_e_klasse"
"1611";3400;"limousine";"automatik";170;150000;"diesel";"volkswagen";10;"volkswagen_golf"
"1612";2700;"kleinwagen";"manuell";113;150000;"lpg";"renault";13;"renault_megane"
"1613";5499;"kombi";"automatik";204;150000;"diesel";"audi";11;"audi_a4"
"1614";1750;"limousine";"automatik";130;150000;"benzin";"ford";17;"ford_mondeo"
"1615";1450;"kombi";"manuell";50;150000;"benzin";"fiat";11;"fiat_panda"
"1616";17490;"kombi";"automatik";140;150000;"diesel";"volkswagen";5;"volkswagen_transporter"
"1617";8300;"kombi";"automatik";200;150000;"benzin";"audi";10;"audi_a4"
"1618";6500;"limousine";"manuell";75;1e+07;"benzin";"volkswagen";10;"volkswagen_golf"
"1619";7499;"limousine";"manuell";177;150000;"diesel";"bmw";9;"bmw_1er"
"1620";9900;"cabrio";"manuell";204;150000;"benzin";"porsche";17;"porsche_boxster"
"1621";750;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";15;"volkswagen_polo"
"1622";5600;"coupe";"manuell";143;125000;"benzin";"mercedes_benz";13;"mercedes_benz_c_klasse"
"1623";6900;"kombi";"manuell";105;150000;"diesel";"volkswagen";9;"volkswagen_passat"
"1624";1290;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";18;"mercedes_benz_c_klasse"
"1625";4000;"limousine";"automatik";250;150000;"diesel";"mercedes_benz";15;"mercedes_benz_s_klasse"
"1626";1050;"kleinwagen";"manuell";54;150000;"benzin";"opel";17;"opel_corsa"
"1627";1500;"limousine";"manuell";170;150000;"lpg";"bmw";19;"bmw_5er"
"1628";4548;"limousine";"manuell";82;150000;"diesel";"mercedes_benz";11;"mercedes_benz_a_klasse"
"1629";8800;"kombi";"automatik";170;150000;"diesel";"volkswagen";8;"volkswagen_passat"
"1630";5990;"kombi";"manuell";185;150000;"diesel";"volvo";11;"volvo_xc_reihe"
"1631";650;"limousine";"manuell";90;150000;"benzin";"renault";19;"renault_megane"
"1632";45900;"bus";"automatik";179;30000;"diesel";"volkswagen";2;"volkswagen_transporter"
"1633";21000;"bus";"automatik";125;20000;"benzin";"volkswagen";2;"volkswagen_golf"
"1634";2444;"kleinwagen";"manuell";80;150000;"benzin";"opel";10;"opel_corsa"
"1635";1800;"kombi";"manuell";75;150000;"benzin";"opel";13;"opel_astra"
"1636";3750;"limousine";"manuell";75;150000;"benzin";"volkswagen";13;"volkswagen_golf"
"1637";6666;"limousine";"manuell";124;80000;"benzin";"toyota";9;"toyota_auris"
"1638";9750;"kleinwagen";"manuell";105;10000;"benzin";"seat";1;"seat_ibiza"
"1639";31900;"kombi";"automatik";204;70000;"diesel";"audi";3;"audi_a6"
"1640";10999;"suv";"manuell";122;70000;"benzin";"skoda";5;"skoda_yeti"
"1641";8500;"kombi";"automatik";179;150000;"diesel";"audi";9;"audi_a6"
"1642";7700;"kleinwagen";"manuell";80;40000;"benzin";"opel";7;"opel_corsa"
"1643";17000;"cabrio";"manuell";105;70000;"benzin";"audi";5;"audi_a3"
"1644";1500;"limousine";"manuell";109;125000;"benzin";"peugeot";14;"peugeot_3_reihe"
"1645";3999;"coupe";"manuell";192;150000;"benzin";"bmw";15;"bmw_3er"
"1646";1200;"kombi";"manuell";131;150000;"benzin";"ford";18;"ford_mondeo"
"1647";52500;"cabrio";"automatik";314;10000;"diesel";"bmw";1;"bmw_m_reihe"
"1648";590;"limousine";"manuell";90;150000;"benzin";"volkswagen";25;"volkswagen_golf"
"1649";6000;"limousine";"automatik";102;150000;"benzin";"volkswagen";12;"volkswagen_golf"
"1650";2950;"limousine";"manuell";102;150000;"diesel";"mercedes_benz";17;"mercedes_benz_c_klasse"
"1651";14300;"kombi";"manuell";160;90000;"benzin";"audi";7;"audi_a3"
"1652";19500;"bus";"manuell";116;20000;"diesel";"ford";2;"ford_grand"
"1653";600;"kombi";"automatik";131;150000;"benzin";"ford";18;"ford_mondeo"
"1654";3500;"kombi";"manuell";101;150000;"diesel";"volkswagen";14;"volkswagen_passat"
"1655";2950;"bus";"manuell";150;150000;"diesel";"renault";13;"renault_espace"
"1656";3600;"kombi";"manuell";150;150000;"diesel";"opel";9;"opel_astra"
"1657";12000;"kombi";"automatik";184;150000;"diesel";"bmw";6;"bmw_3er"
"1658";6299;"limousine";"manuell";102;90000;"benzin";"skoda";9;"skoda_octavia"
"1659";900;"kleinwagen";"manuell";65;150000;"benzin";"opel";18;"opel_corsa"
"1660";840;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";23;"mercedes_benz_c_klasse"
"1661";2800;"limousine";"manuell";101;60000;"benzin";"opel";17;"opel_astra"
"1662";5850;"bus";"manuell";140;150000;"diesel";"volkswagen";11;"volkswagen_touran"
"1663";790;"kleinwagen";"manuell";69;125000;"benzin";"ford";12;"ford_ka"
"1664";5480;"limousine";"manuell";150;150000;"diesel";"bmw";12;"bmw_3er"
"1665";5950;"kombi";"automatik";184;150000;"diesel";"opel";9;"opel_signum"
"1666";7399;"limousine";"manuell";122;150000;"benzin";"bmw";8;"bmw_1er"
"1667";4700;"kleinwagen";"manuell";88;50000;"diesel";"hyundai";7;"hyundai_getz"
"1668";29500;"cabrio";"manuell";245;40000;"benzin";"bmw";4;"bmw_z_reihe"
"1669";2999;"kombi";"manuell";80;125000;"diesel";"opel";13;"opel_astra"
"1670";11900;"kombi";"automatik";140;150000;"diesel";"volkswagen";6;"volkswagen_golf"
"1671";6490;"kombi";"manuell";177;150000;"diesel";"bmw";11;"bmw_5er"
"1672";890;"kleinwagen";"manuell";75;150000;"benzin";"ford";17;"ford_fiesta"
"1673";7500;"kombi";"manuell";140;150000;"diesel";"volkswagen";10;"volkswagen_passat"
"1674";3200;"limousine";"manuell";121;150000;"diesel";"mazda";10;"mazda_6_reihe"
"1675";4699;"limousine";"manuell";75;125000;"benzin";"volkswagen";12;"volkswagen_golf"
"1676";13999;"kleinwagen";"automatik";209;50000;"benzin";"seat";4;"seat_ibiza"
"1677";10800;"bus";"manuell";120;50000;"benzin";"opel";3;"opel_meriva"
"1678";2590;"kombi";"manuell";150;150000;"diesel";"volkswagen";14;"volkswagen_passat"
"1679";4450;"kleinwagen";"manuell";75;150000;"diesel";"opel";6;"opel_corsa"
"1680";2500;"kleinwagen";"manuell";75;150000;"diesel";"seat";13;"seat_ibiza"
"1681";4990;"kleinwagen";"manuell";86;70000;"benzin";"opel";8;"opel_agila"
"1682";5400;"bus";"manuell";136;150000;"diesel";"ford";11;"ford_c_max"
"1683";15600;"coupe";"manuell";190;150000;"diesel";"audi";7;"audi_a5"
"1684";20900;"kombi";"manuell";177;150000;"diesel";"audi";4;"audi_a4"
"1685";7400;"cabrio";"manuell";54;70000;"diesel";"smart";6;"smart_fortwo"
"1686";14500;"cabrio";"automatik";136;150000;"benzin";"mercedes_benz";20;"mercedes_benz_e_klasse"
"1687";1400;"limousine";"manuell";150;150000;"benzin";"audi";20;"audi_a4"
"1688";800;"kleinwagen";"manuell";65;150000;"benzin";"peugeot";14;"peugeot_2_reihe"
"1689";3150;"limousine";"automatik";102;70000;"benzin";"mercedes_benz";16;"mercedes_benz_a_klasse"
"1690";3000;"kombi";"manuell";179;150000;"diesel";"audi";15;"audi_a4"
"1691";12900;"kombi";"automatik";170;150000;"diesel";"volkswagen";6;"volkswagen_passat"
"1692";9500;"limousine";"automatik";299;150000;"diesel";"bmw";11;"bmw_7er"
"1693";9299;"limousine";"manuell";231;125000;"benzin";"bmw";13;"bmw_3er"
"1694";25600;"kombi";"manuell";184;40000;"diesel";"bmw";3;"bmw_3er"
"1695";850;"kleinwagen";"manuell";55;150000;"benzin";"opel";16;"opel_corsa"
"1696";2500;"kleinwagen";"manuell";75;1e+07;"benzin";"opel";13;"opel_corsa"
"1697";1000;"kombi";"automatik";166;150000;"benzin";"alfa_romeo";14;"alfa_romeo_156"
"1698";2000;"bus";"manuell";125;150000;"benzin";"opel";15;"opel_zafira"
"1699";1890;"kombi";"manuell";116;150000;"diesel";"volkswagen";16;"volkswagen_passat"
